bundestag_id;nachname;vorname;wp;fraktion;full_name;twitter_handle;account_type;activity;;
11004733;Grundl;Erhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Erhard Grundl;Erhard_Grundl;person;1;;
11004283;Grundmann;Oliver;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Oliver Grundmann;NA;person;NA;;
11003761;Grütters;Monika;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Monika Grütters;NA;person;NA;;
11005071;Grützmacher;Sabine;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sabine Grützmacher;S_Gruetzmacher;person;1;;
11005072;Güler;Serap;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Serap Güler;SerapGueler;person;1;;
11004285;Güntzler;Fritz;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Fritz Güntzler;FGuentzler;person;1;;
11005073;Gürpinar;Ates;20;Fraktion DIE LINKE.;Ates Gürpinar;AtesGuerpinar;person;1;;
11003544;Gutting;Olav;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Olav Gutting;olavgutting;person;1;;
11000756;Gysi;Gregor;20;Fraktion DIE LINKE.;Gregor Gysi;GregorGysi;person;1;;
11004286;Haase;Christian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christian Haase;ChristianHaase6;person;1;;
11005074;Habeck;Robert;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Robert Habeck;NA;person;NA;;
11004734;Hacker;Thomas;20;Fraktion der Freien Demokratischen Partei;Thomas Hacker;hacker_fdp;person;1;;
11003545;Hagedorn;Bettina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Bettina Hagedorn;NA;person;NA;;
11004287;Hagl-Kehl;Rita;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rita Hagl-Kehl;RitaHaglKehl;person;1;;
11004048;Hahn;Florian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Florian Hahn;hahnflo;person;1;;
11004288;Hahn;André;20;Fraktion DIE LINKE.;André Hahn;NA;person;NA;;
11004289;Hakverdi;Metin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Metin Hakverdi;MetinHakverdi;person;1;;
11004952;Hanke;Reginald;20;Fraktion der Freien Demokratischen Partei;Reginald Hanke;NA;person;NA;;
11004736;Harder-Kühnel;Mariana Iris;20;Alternative für Deutschland;Mariana Iris Harder-Kühnel;M_HarderKuehnel;person;1;;
11004050;Hardt;Jürgen;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Jürgen Hardt;juergenhardt;person;1;;
11005075;Hartewig;Philipp;20;Fraktion der Freien Demokratischen Partei;Philipp Hartewig;philipphartewig;person;1;;
11004291;Hartmann;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sebastian Hartmann;sebast_hartmann;person;1;;
11005076;Harzer;Ulrike;20;Fraktion der Freien Demokratischen Partei;Ulrike Harzer;HarzerUlrike;person;1;;
11003764;Haßelmann;Britta;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Britta Haßelmann;BriHasselmann;person;1;;
11004292;Hauer;Matthias;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Matthias Hauer;MatthiasHauer;person;1;;
11004739;Haug;Jochen;20;Alternative für Deutschland;Jochen Haug;Jochen_Haug;person;1;;
11004294;Heck;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stefan Heck;StHeck;person;1;;
11004295;Heidenblut;Dirk;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dirk Heidenblut;NA;person;NA;;
11004948;Heidt;Peter;20;Fraktion der Freien Demokratischen Partei;Peter Heidt;PeterHeidtFDP;person;1;;
11003142;Heil;Hubertus;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Hubertus Heil;hubertus_heil;person;1;;
11004052;Heil;Mechthild;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Mechthild Heil;MechthildHeil;person;1;;
11005077;Heiligenstadt;Frauke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Frauke Heiligenstadt;FHeiligenstadt;person;1;;
11004741;Heilmann;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Thomas Heilmann;ThomasHeilmann;person;1;;
11004296;Heinrich;Gabriela;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Gabriela Heinrich;GaHeinrich;person;1;;
11005078;Heitmann;Linda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Linda Heitmann;linda_lobster;person;1;;
11005079;Helferich;Matthias;20;Fraktionslos;Matthias Helferich;MatthiasMdb;person;1;;
11004298;Helfrich;Mark;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Mark Helfrich;NA;person;NA;;
11004742;Helling-Plahr;Katrin;20;Fraktion der Freien Demokratischen Partei;Katrin Helling-Plahr;KatrinHelling;person;1;;
11004226;Hellmich;Wolfgang;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Wolfgang Hellmich;HellmichMdB;person;1;;
11005080;Henneberger;Kathrin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Kathrin Henneberger;KathrinAnna;person;1;;
11005081;Hennig;Anke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Anke Hennig;AnkeHennigSPD;person;1;;
11005082;Hennig-Wellsow;Susanne;20;Fraktion DIE LINKE.;Susanne Hennig-Wellsow;SusanneHennig;person;1;;
11003551;Hennrich;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Michael Hennrich;MichaelHennric2;person;0;;
11004744;Henrichmann;Marc;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Marc Henrichmann;MarcHenrichmann;person;1;;
11004745;Herbrand;Markus;20;Fraktion der Freien Demokratischen Partei;Markus Herbrand;HerbrandMarkus;person;1;;
11004746;Herbst;Torsten;20;Fraktion der Freien Demokratischen Partei;Torsten Herbst;torstenherbst;person;1;;
11005083;Herrmann;Bernhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Bernhard Herrmann;BHerrmann_;person;1;;
11005084;Heselhaus;Nadine;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Nadine Heselhaus;NHeselhaus;person;1;;
11004749;Hess;Martin;20;Alternative für Deutschland;Martin Hess;Martin_Hess_AfD;person;1;;
11004750;Hessel;Katja;20;Fraktion der Freien Demokratischen Partei;Katja Hessel;fdp_hessel;person;1;;
11004056;Heveling;Ansgar;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ansgar Heveling;NA;person;NA;;
11005085;Hierl;Susanne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Susanne Hierl;HierlSusanne;person;1;;
11004752;Hilse;Karsten;20;Alternative für Deutschland;Karsten Hilse;HilseMdb;person;1;;
11003890;Hirte;Christian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christian Hirte;ChristianHirte;person;1;;
11004303;Hitschler;Thomas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Thomas Hitschler;ThomasHitschler;person;1;;
11004753;Höchst;Nicole;20;Alternative für Deutschland;Nicole Höchst;Nicole_Hoechst;person;1;;
11004754;Hocker;Gero Clemens;20;Fraktion der Freien Demokratischen Partei;Gero Clemens Hocker;GeroHocker;person;1;;
11004057;Höferlin;Manuel;20;Fraktion der Freien Demokratischen Partei;Manuel Höferlin;ManuelHoeferlin;person;1;;
11004304;Hoffmann;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Alexander Hoffmann;Hoffmann_MdB;person;1;;
11004756;Hoffmann;Bettina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Bettina Hoffmann;bhoffmann_mdb;person;1;;
11004757;Hoffmann;Christoph;20;Fraktion der Freien Demokratischen Partei;Christoph Hoffmann;HoffmannForest;person;1;;
11003772;Hofreiter;Anton;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Anton Hofreiter;ToniHofreiter;person;0;;
11004761;Holm;Leif-Erik;20;Alternative für Deutschland;Leif-Erik Holm;Leif_Erik_Holm;person;1;;
11005086;Hönel;Bruno;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Bruno Hönel;Bruno_Hoenel;person;1;;
11004305;Hoppenstedt;Hendrik;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Hendrik Hoppenstedt;NA;person;NA;;
11005087;Hoppermann;Franziska;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Franziska Hoppermann;FHoppermann;person;1;;
11005088;Hostert;Jasmina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Jasmina Hostert;JasminaHoster;person;1;;
11004763;Houben;Reinhard;20;Fraktion der Freien Demokratischen Partei;Reinhard Houben;HoubenReinhard;person;1;;
11004764;Huber;Johannes;20;Alternative für Deutschland;Johannes Huber;Huber_AfD;person;0;;
11005089;Hubertz;Verena;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Verena Hubertz;verenahubertz;person;1;;
11005090;Hümpfer;Markus;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Markus Hümpfer;HumpferMarkus;person;0;;
11004060;Hunko;Andrej;20;Fraktion DIE LINKE.;Andrej Hunko;AndrejHunko;person;1;;
11000975;Hüppe;Hubert;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Hubert Hüppe;HueppeMdB;person;1;;
11005091;Huy;Gerrit;20;Alternative für Deutschland;Gerrit Huy;GerritHuy;person;1;;
11004667;In der Beek;Olaf;20;Fraktion der Freien Demokratischen Partei;Olaf In der Beek;olafinderbeek;person;1;;
11004311;Irlstorfer;Erich;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Erich Irlstorfer;NA;person;NA;;
11004767;Jacobi;Fabian;20;Alternative für Deutschland;Fabian Jacobi;NA;person;NA;;
11004312;Janecek;Dieter;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Dieter Janecek;DJanecek;person;1;;
11005092;Janich;Steffen;20;Alternative für Deutschland;Steffen Janich;NA;person;NA;;
11005093;Janssen;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Anne Janssen;NA;person;NA;;
11004061;Jarzombek;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Thomas Jarzombek;tj_tweets;person;1;;
11004941;Jensen;Gyde;20;Fraktion der Freien Demokratischen Partei;Gyde Jensen;GydeJ;person;1;;
11004768;Jongen;Marc;20;Alternative für Deutschland;Marc Jongen;Marc_Jongen;person;1;;
11003780;Jung;Andreas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Andreas Jung;NA;person;NA;;
11004770;Jung;Ingmar;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ingmar Jung;Ingmar_Jung;person;1;;
11004317;Junge;Frank;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Frank Junge;jungeinberlin;person;1;;
11003782;Juratovic;Josip;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Josip Juratovic;josip_juratovic;person;1;;
11005094;Jurisch;Ann-Veruschka;20;Fraktion der Freien Demokratischen Partei;Ann-Veruschka Jurisch;avjurisch;person;1;;
11004063;Kaczmarek;Oliver;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Oliver Kaczmarek;KaczmarekOliver;person;1;;
11005095;Kaddor;Lamya;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Lamya Kaddor;LamyaKaddor;person;1;;
11004771;Kaiser;Elisabeth;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Elisabeth Kaiser;Kaiser_SPD;person;1;;
11004773;Kappert-Gonther;Kirsten;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Kirsten Kappert-Gonther;KirstenKappert;person;1;;
11005096;Karaahmetoğlu;Macit;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Macit Karaahmetoğlu;Macit_SPD;person;1;;
11004323;Karliczek;Anja;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Anja Karliczek;AnjaKarliczek;person;1;;
11005097;Kasper;Carlos;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Carlos Kasper;CarlosKasperMdB;person;1;;
11005098;Kassautzki;Anna;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Anna Kassautzki;annakassautzki;person;1;;
11004325;Katzmarek;Gabriele;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Gabriele Katzmarek;GabyKatzmarek;person;1;;
11005099;Kaufmann;Malte;20;Alternative für Deutschland;Malte Kaufmann;MalteKaufmann;person;1;;
11005100;Kaufmann;Michael;20;Alternative für Deutschland;Michael Kaufmann;KaufmannAfD;person;1;;
11005101;Keller;Rainer Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rainer Johannes Keller;RainerKellerWES;person;1;;
11005102;Kellner;Michael;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Michael Kellner;MiKellner;person;1;;
11004617;Kemmer;Ronja;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ronja Kemmer;RonjaKemmer;person;1;;
11005103;Kersten;Franziska;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Franziska Kersten;FKerstenMdB;person;1;;
11004067;Keul;Katja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Katja Keul;KatjaKeul;person;1;;
11004778;Keuter;Stefan;20;Alternative für Deutschland;Stefan Keuter;StefanKeuterAfD;person;1;;
11005104;Khan;Misbah;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Misbah Khan;Bina_Khan_;person;1;;
11004779;Kießling;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Michael Kießling;Kiessling_MdB;person;1;;
11004068;Kiesewetter;Roderich;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Roderich Kiesewetter;RKiesewetter;person;1;;
11004070;Kindler;Sven-Christian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sven-Christian Kindler;sven_kindler;person;1;;
11004327;Kippels;Georg;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Georg Kippels;NA;person;NA;;
11003786;Kipping;Katja;20;Fraktion DIE LINKE.;Katja Kipping;katjakipping;person;NA;;
11004328;Kiziltepe;Cansel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Cansel Kiziltepe;CanselK;person;1;;
11005105;Kleebank;Helmut;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Helmut Kleebank;helmut_kleebank;person;0;;
11004071;Klein;Volkmar;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Volkmar Klein;VolkmarKlein;person;0;;
11004780;Klein;Karsten;20;Fraktion der Freien Demokratischen Partei;Karsten Klein;MdBKlein;person;1;;
11005106;Klein;Ottilie;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ottilie Klein;Ottilie_Klein;person;1;;
11004072;Klein-Schmeink;Maria;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Maria Klein-Schmeink;MariaKlSchmeink;person;1;;
11004781;Kleinwächter;Norbert;20;Alternative für Deutschland;Norbert Kleinwächter;NKleinwaechter;person;1;;
11005107;Klinck;Kristian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Kristian Klinck;NA;person;NA;;
11003715;Klingbeil;Lars;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Lars Klingbeil;larsklingbeil;person;1;;
11003566;Klöckner;Julia;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Julia Klöckner;JuliaKloeckner;person;1;;
11005108;Klose;Annika;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Annika Klose;AnniKlose;person;1;;
11004784;Kluckert;Daniela;20;Fraktion der Freien Demokratischen Partei;Daniela Kluckert;DanielaKluckert;person;1;;
11005109;Klüssendorf;Tim;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Tim Klüssendorf;timkluessendorf;person;0;;
11004073;Knoerig;Axel;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Axel Knoerig;axel_knoerig;person;1;;
11004075;Kober;Pascal;20;Fraktion der Freien Demokratischen Partei;Pascal Kober;PascalKober;person;1;;
11003789;Koeppen;Jens;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Jens Koeppen;NA;person;NA;;
11003710;Kofler;Bärbel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Bärbel Kofler;BaerbelKofler;person;1;;
11004786;Köhler;Lukas;20;Fraktion der Freien Demokratischen Partei;Lukas Köhler;koehler_fdp;person;0;;
11004787;Komning;Enrico;20;Alternative für Deutschland;Enrico Komning;EnricoKomning;person;1;;
11004788;König;Jörn;20;Alternative für Deutschland;Jörn König;JoernKoenigAfD;person;0;;
11005110;König;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Anne König;AnneKoenig_;person;1;;
11004789;Konrad;Carina;20;Fraktion der Freien Demokratischen Partei;Carina Konrad;carina_konrad;person;1;;
11004331;Koob;Markus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Markus Koob;KoobMar;person;0;;
11005111;Kopf;Chantal;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Chantal Kopf;chantal_kopf;person;1;;
11004332;Körber;Carsten;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Carsten Körber;CarstenKoerber;person;1;;
11003790;Korte;Jan;20;Fraktion DIE LINKE.;Jan Korte;jankortemdb;person;1;;
11005112;Koß;Simona;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Simona Koß;SimonaMdB;person;1;;
11004791;Kotré;Steffen;20;Alternative für Deutschland;Steffen Kotré;SteffenKotre;person;1;;
11004792;Kraft;Rainer;20;Alternative für Deutschland;Rainer Kraft;Dr_Rainer_Kraft;person;1;;
11005113;Kraft;Laura;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Laura Kraft;laura_kraft_;person;1;;
11005114;Krämer;Philip;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Philip Krämer;PhiKraemer;person;1;;
11003162;Kramme;Anette;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Anette Kramme;AnetteKramme;person;0;;
11005115;Kreiser;Dunja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dunja Kreiser;NA;person;NA;;
11003573;Krichbaum;Gunther;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Gunther Krichbaum;GuntherKrichba3;person;1;;
11003574;Krings;Günter;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Günter Krings;guenterkrings;person;1;;
11004081;Krischer;Oliver;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Oliver Krischer;Oliver_Krischer;person;1;;
11005116;Kröber;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Martin Kröber;MartinKroeber;person;0;;
11005117;Kruse;Michael;20;Fraktion der Freien Demokratischen Partei;Michael Kruse;krusehamburg;person;1;;
11005118;Kuban;Tilman;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Tilman Kuban;TKuban96;person;1;;
11001235;Kubicki;Wolfgang;20;Fraktion der Freien Demokratischen Partei;Wolfgang Kubicki;NA;person;NA;;
11004796;Kuhle;Konstantin;20;Fraktion der Freien Demokratischen Partei;Konstantin Kuhle;KonstantinKuhle;person;1;;
11004333;Kühn;Christian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Christian Kühn;ChrisKuehn_mdb;person;1;;
11005119;Kühnert;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Kevin Kühnert;KuehniKev;person;0;;
11003576;Künast;Renate;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Renate Künast;RenateKuenast;person;1;;
11003578;Kurth;Markus;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Markus Kurth;markuskurthmdb;person;1;;
11005120;Lahrkamp;Sarah;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sarah Lahrkamp;SLahrkamp;person;0;;
11004798;Lambsdorff;Alexander;20;Fraktion der Freien Demokratischen Partei;Alexander Lambsdorff;Lambsdorff;person;0;;
11005121;Lang;Ricarda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Ricarda Lang;Ricarda_Lang;person;1;;
11004087;Lange;Ulrich;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ulrich Lange;UlrichLange;person;1;;
11005122;Larem;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Andreas Larem;andreaslarem;person;1;;
11002718;Laschet;Armin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Armin Laschet;ArminLaschet;person;1;;
11005123;Latendorf;Ina;20;Fraktion DIE LINKE.;Ina Latendorf;NA;person;NA;;
11004336;Launert;Silke;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Silke Launert;SilkeLaunert;person;1;;
11003797;Lauterbach;Karl;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Karl Lauterbach;Karl_Lauterbach;person;1;;
11004088;Lay;Caren;20;Fraktion DIE LINKE.;Caren Lay;CarenLay;person;1;;
11004799;Lechte;Ulrich;20;Fraktion der Freien Demokratischen Partei;Ulrich Lechte;ulrichlechte;person;1;;
11004800;Lehmann;Jens;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Jens Lehmann;NA;person;NA;;
11004801;Lehmann;Sven;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sven Lehmann;svenlehmann;person;1;;
11004953;Lehmann;Sylvia;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sylvia Lehmann;LehmannSpd;person;1;;
11003799;Lehrieder;Paul;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Paul Lehrieder;NA;person;NA;;
11004337;Leikert;Katja;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Katja Leikert;KLeikert;person;1;;
11005124;Leiser;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Kevin Leiser;KLHohenlohe;person;1;;
11002720;Lemke;Steffi;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Steffi Lemke;SteffiLemke;person;1;;
11005125;Lenders;Jürgen;20;Fraktion der Freien Demokratischen Partei;Jürgen Lenders;NA;person;NA;;
11005126;Lenk;Barbara;20;Alternative für Deutschland;Barbara Lenk;NA;person;NA;;
11004091;Lenkert;Ralph;20;Fraktion DIE LINKE.;Ralph Lenkert;RLenkert;person;1;;
11004339;Lenz;Andreas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Andreas Lenz;DerLenzMdB;person;1;;
11005127;Leye;Christian;20;Fraktion DIE LINKE.;Christian Leye;christian_leye;person;1;;
11005128;Licina-Bode;Luiza;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Luiza Licina-Bode;BodeLuiza;person;1;;
11005129;Lieb;Thorsten;20;Fraktion der Freien Demokratischen Partei;Thorsten Lieb;ThorstenLieb;person;1;;
11005130;Liebert;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Anja Liebert;anja_liebert;person;1;;
11005131;Limbacher;Esra;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Esra Limbacher;EsraLimbacher;person;0;;
11005132;Limburg;Helge;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Helge Limburg;Helge_Limburg;person;1;;
11004095;Lindemann;Lars;20;Fraktion der Freien Demokratischen Partei;Lars Lindemann;LFLindemann;person;1;;
11004802;Lindh;Helge;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Helge Lindh;helgelindh;person;1;;
11004342;Lindholz;Andrea;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Andrea Lindholz;AndreaLindholz;person;1;;
11004097;Lindner;Christian;20;Fraktion der Freien Demokratischen Partei;Christian Lindner;c_lindner;person;1;;
11004217;Lindner;Tobias;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Tobias Lindner;tobiaslindner;person;1;;
11003802;Link;Michael Georg;20;Fraktion der Freien Demokratischen Partei;Michael Georg Link;michael_g_link;person;1;;
11004098;Linnemann;Carsten;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Carsten Linnemann;NA;person;NA;;
